## htsjdk.samtools.metrics.StringHeader
# CollectHsMetrics BAIT_INTERVALS=[pool1_pool2_nochr_3c.sort.merged.padded20.hg19.210311.met.annotated.interval_list] TARGET_INTERVALS=[pool1_pool2_nochr_3c.sort.merged.padded20.hg19.210311.met.annotated.interval_list] INPUT=marked_duplicates_filtered_8.bam OUTPUT=hs_metrics_filtered_8.txt COVERAGE_CAP=5000 REFERENCE_SEQUENCE=/home/tomas/data/reference/hg19.with.mt.fasta    METRIC_ACCUMULATION_LEVEL=[ALL_READS] NEAR_DISTANCE=250 MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 CLIP_OVERLAPPING_READS=true INCLUDE_INDELS=false SAMPLE_SIZE=10000 ALLELE_FRACTION=[0.001, 0.005, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.5] VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Feb 03 13:22:44 CET 2022

## METRICS CLASS	picard.analysis.directed.HsMetrics
BAIT_SET	BAIT_TERRITORY	BAIT_DESIGN_EFFICIENCY	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	TARGET_TERRITORY	GENOME_SIZE	TOTAL_READS	PF_READS	PF_BASES	PF_UNIQUE_READS	PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_TARGET_BASES	PCT_PF_READS	PCT_PF_UQ_READS	PCT_PF_UQ_READS_ALIGNED	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	MAX_TARGET_COVERAGE	MIN_TARGET_COVERAGE	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_ADAPTER	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	PCT_TARGET_BASES_250X	PCT_TARGET_BASES_500X	PCT_TARGET_BASES_1000X	PCT_TARGET_BASES_2500X	PCT_TARGET_BASES_5000X	PCT_TARGET_BASES_10000X	PCT_TARGET_BASES_25000X	PCT_TARGET_BASES_50000X	PCT_TARGET_BASES_100000X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP
pool1_pool2_nochr_3c	2217428	1	6941436849	3602302955	4950169589	0.680509	0.319491	0.658347	3130.400107	0.446444	0.20657	625.456141	39763858	4.395656	4.407161	4.422501	4.435924	4.453181	4.517609	2217428	3095693983	113144050	113144050	15548270858	78389533	78374938	15493909393	10718416522	3211802282	1	0.692829	0.999814	1448.435882	1448	13662	0	0.001632	0.308217	0	0.019796	0.015267	0.118217	0.331228	1.31437	0.9997	0.999488	0.998813	0.998499	0.9982	0.997977	0.997757	0.996923	0.992345	0.974106	0.860448	0.023334	0.00083	0.000125	0	0	0	1.016685	3.401622	0.123602	1			

## HISTOGRAM	java.lang.Integer
coverage_or_base_quality	high_quality_coverage_count	unfiltered_baseq_count
0	666	0
1	470	0
2	340	0
3	383	0
4	145	0
5	126	0
6	92	0
7	137	0
8	162	0
9	111	0
10	77	0
11	70	0
12	73	0
13	80	0
14	71	77653756
15	82	0
16	79	0
17	67	0
18	53	0
19	44	0
20	41	0
21	68	15616163
22	56	0
23	74	0
24	69	0
25	59	0
26	76	0
27	88	79572807
28	69	0
29	63	0
30	64	0
31	41	0
32	48	314129691
33	51	0
34	55	0
35	36	0
36	66	2797324977
37	39	0
38	51	0
39	44	0
40	55	0
41	59	0
42	44	0
43	49	0
44	43	0
45	62	0
46	45	0
47	37	0
48	40	0
49	53	0
50	46	0
51	45	0
52	43	0
53	53	0
54	32	0
55	49	0
56	52	0
57	42	0
58	46	0
59	39	0
60	37	0
61	35	0
62	47	0
63	48	0
64	29	0
65	26	0
66	21	0
67	26	0
68	46	0
69	34	0
70	38	0
71	30	0
72	31	0
73	30	0
74	42	0
75	26	0
76	36	0
77	35	0
78	26	0
79	31	0
80	36	0
81	41	0
82	47	0
83	33	0
84	28	0
85	29	0
86	37	0
87	29	0
88	43	0
89	41	0
90	32	0
91	32	0
92	45	0
93	37	0
94	40	0
95	40	0
96	25	0
97	42	0
98	34	0
99	39	0
100	29	0
101	38	0
102	37	0
103	48	0
104	52	0
105	63	0
106	76	0
107	61	0
108	61	0
109	50	0
110	56	0
111	55	0
112	48	0
113	59	0
114	50	0
115	44	0
116	50	0
117	52	0
118	38	0
119	34	0
120	55	0
121	45	0
122	58	0
123	64	0
124	65	0
125	55	0
126	60	0
127	67	0
128	66	0
129	62	0
130	58	0
131	54	0
132	55	0
133	54	0
134	49	0
135	60	0
136	63	0
137	59	0
138	59	0
139	71	0
140	69	0
141	60	0
142	63	0
143	55	0
144	51	0
145	61	0
146	68	0
147	53	0
148	73	0
149	54	0
150	55	0
151	51	0
152	55	0
153	53	0
154	56	0
155	46	0
156	49	0
157	55	0
158	66	0
159	61	0
160	68	0
161	47	0
162	60	0
163	91	0
164	67	0
165	64	0
166	69	0
167	70	0
168	63	0
169	64	0
170	67	0
171	67	0
172	69	0
173	66	0
174	64	0
175	66	0
176	57	0
177	56	0
178	68	0
179	51	0
180	51	0
181	68	0
182	51	0
183	59	0
184	73	0
185	75	0
186	63	0
187	66	0
188	64	0
189	68	0
190	54	0
191	73	0
192	62	0
193	72	0
194	76	0
195	74	0
196	60	0
197	76	0
198	77	0
199	73	0
200	79	0
201	80	0
202	80	0
203	76	0
204	84	0
205	65	0
206	84	0
207	66	0
208	69	0
209	63	0
210	68	0
211	76	0
212	72	0
213	78	0
214	82	0
215	73	0
216	82	0
217	79	0
218	85	0
219	88	0
220	70	0
221	64	0
222	82	0
223	71	0
224	71	0
225	80	0
226	99	0
227	79	0
228	91	0
229	103	0
230	66	0
231	97	0
232	94	0
233	100	0
234	93	0
235	95	0
236	97	0
237	97	0
238	80	0
239	87	0
240	113	0
241	90	0
242	86	0
243	83	0
244	95	0
245	102	0
246	89	0
247	104	0
248	96	0
249	85	0
250	85	0
251	98	0
252	101	0
253	98	0
254	123	0
255	83	0
256	110	0
257	84	0
258	94	0
259	107	0
260	89	0
261	88	0
262	99	0
263	87	0
264	95	0
265	104	0
266	110	0
267	98	0
268	83	0
269	90	0
270	94	0
271	95	0
272	110	0
273	78	0
274	81	0
275	91	0
276	92	0
277	95	0
278	114	0
279	111	0
280	103	0
281	109	0
282	103	0
283	101	0
284	97	0
285	100	0
286	111	0
287	95	0
288	116	0
289	106	0
290	104	0
291	109	0
292	84	0
293	112	0
294	87	0
295	110	0
296	123	0
297	97	0
298	127	0
299	111	0
300	110	0
301	112	0
302	111	0
303	122	0
304	111	0
305	114	0
306	125	0
307	162	0
308	123	0
309	152	0
310	127	0
311	121	0
312	140	0
313	153	0
314	137	0
315	128	0
316	162	0
317	146	0
318	130	0
319	124	0
320	133	0
321	124	0
322	138	0
323	171	0
324	135	0
325	146	0
326	141	0
327	140	0
328	156	0
329	158	0
330	137	0
