## htsjdk.samtools.metrics.StringHeader
# CollectHsMetrics BAIT_INTERVALS=[pool1_pool2_nochr_3c.sort.merged.padded20.hg19.210311.met.annotated.interval_list] TARGET_INTERVALS=[pool1_pool2_nochr_3c.sort.merged.padded20.hg19.210311.met.annotated.interval_list] INPUT=marked_duplicates_filteredout_8.bam OUTPUT=hs_metrics_filteredout_8.txt COVERAGE_CAP=5000 REFERENCE_SEQUENCE=/home/tomas/data/reference/hg19.with.mt.fasta    METRIC_ACCUMULATION_LEVEL=[ALL_READS] NEAR_DISTANCE=250 MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 CLIP_OVERLAPPING_READS=true INCLUDE_INDELS=false SAMPLE_SIZE=10000 ALLELE_FRACTION=[0.001, 0.005, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.5] VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Feb 03 13:44:12 CET 2022

## METRICS CLASS	picard.analysis.directed.HsMetrics
BAIT_SET	BAIT_TERRITORY	BAIT_DESIGN_EFFICIENCY	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	TARGET_TERRITORY	GENOME_SIZE	TOTAL_READS	PF_READS	PF_BASES	PF_UNIQUE_READS	PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_TARGET_BASES	PCT_PF_READS	PCT_PF_UQ_READS	PCT_PF_UQ_READS_ALIGNED	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	MAX_TARGET_COVERAGE	MIN_TARGET_COVERAGE	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_ADAPTER	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	PCT_TARGET_BASES_250X	PCT_TARGET_BASES_500X	PCT_TARGET_BASES_1000X	PCT_TARGET_BASES_2500X	PCT_TARGET_BASES_5000X	PCT_TARGET_BASES_10000X	PCT_TARGET_BASES_25000X	PCT_TARGET_BASES_50000X	PCT_TARGET_BASES_100000X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP
pool1_pool2_nochr_3c	2217428	1	60380802	46713519	189566552	0.360999	0.639001	0.56381	27.230107	0.19753	0.081159	284.149635	322169	-1	-1	-1	-1	-1	-1	2217428	3095693983	2150988	2150988	305678717	1399119	1398435	296660873	193692694	24808474	1	0.650454	0.999511	11.18795	2	20213	0	0.152647	0.347091	0	0.029677	0.056294	0.078462	0.404969	11.18795	0.837986	0.613047	0.136031	0.081064	0.05735	0.043137	0.034193	0.016645	0.005588	0.002019	0.000646	0.000188	0.00008	0.000067	0	0	0	12.977062	12.022009	0.516592	3			

## HISTOGRAM	java.lang.Integer
coverage_or_base_quality	high_quality_coverage_count	unfiltered_baseq_count
0	359254	0
1	498786	0
2	417268	0
3	266450	0
4	150235	0
5	85072	0
6	52222	0
7	36158	0
8	27737	0
9	22607	0
10	19136	0
11	17026	0
12	14972	0
13	13451	0
14	11719	3257114
15	10391	0
16	9954	0
17	8915	0
18	8510	0
19	7811	0
20	6885	0
21	6194	346813
22	5948	0
23	5513	0
24	5314	0
25	4983	0
26	4879	0
27	4602	1213122
28	4333	0
29	3934	0
30	3894	0
31	3663	0
32	3590	3023994
33	3389	0
34	3196	0
35	3027	0
36	2834	18596782
37	2761	0
38	2644	0
39	2518	0
40	2338	0
41	2219	0
42	2111	0
43	2095	0
44	2036	0
45	1929	0
46	1843	0
47	1797	0
48	1794	0
49	1670	0
50	1566	0
51	1469	0
52	1414	0
53	1356	0
54	1281	0
55	1299	0
56	1267	0
57	1150	0
58	1098	0
59	1043	0
60	1037	0
61	1075	0
62	997	0
63	954	0
64	963	0
65	864	0
66	845	0
67	831	0
68	802	0
69	811	0
70	739	0
71	815	0
72	710	0
73	626	0
74	659	0
75	672	0
76	687	0
77	637	0
78	590	0
79	574	0
80	557	0
81	622	0
82	616	0
83	555	0
84	500	0
85	521	0
86	550	0
87	476	0
88	498	0
89	531	0
90	519	0
91	500	0
92	516	0
93	488	0
94	450	0
95	463	0
96	442	0
97	452	0
98	408	0
99	416	0
100	423	0
101	415	0
102	428	0
103	414	0
104	402	0
105	377	0
106	400	0
107	342	0
108	336	0
109	348	0
110	369	0
111	330	0
112	335	0
113	307	0
114	296	0
115	312	0
116	283	0
117	294	0
118	286	0
119	353	0
120	311	0
121	299	0
122	282	0
123	253	0
124	290	0
125	258	0
126	281	0
127	249	0
128	224	0
129	233	0
130	226	0
131	214	0
132	232	0
133	199	0
134	226	0
135	210	0
136	233	0
137	217	0
138	209	0
139	198	0
140	200	0
141	211	0
142	209	0
143	187	0
144	157	0
145	181	0
146	154	0
147	175	0
148	161	0
149	146	0
150	174	0
151	167	0
152	156	0
153	203	0
154	166	0
155	167	0
156	178	0
157	186	0
158	171	0
159	203	0
160	185	0
161	167	0
162	172	0
163	164	0
164	128	0
165	139	0
166	148	0
167	126	0
168	136	0
169	131	0
170	124	0
171	142	0
172	127	0
173	137	0
174	117	0
175	116	0
176	97	0
177	96	0
178	109	0
179	111	0
180	101	0
181	103	0
182	106	0
183	117	0
184	134	0
185	111	0
186	110	0
187	123	0
188	127	0
189	100	0
190	117	0
191	128	0
192	118	0
193	128	0
194	99	0
195	130	0
196	117	0
197	145	0
198	101	0
199	102	0
200	112	0
201	118	0
202	119	0
203	105	0
204	102	0
205	100	0
206	78	0
207	103	0
208	108	0
209	101	0
210	96	0
211	100	0
212	91	0
213	92	0
214	85	0
215	87	0
216	76	0
217	74	0
218	73	0
219	93	0
220	83	0
221	72	0
222	61	0
223	80	0
224	48	0
225	60	0
226	73	0
227	79	0
228	61	0
229	64	0
230	79	0
231	64	0
232	73	0
233	74	0
234	80	0
235	82	0
236	73	0
237	71	0
238	77	0
239	65	0
240	60	0
241	77	0
242	76	0
243	74	0
244	80	0
245	61	0
246	85	0
247	63	0
248	95	0
249	82	0
250	83	0
251	71	0
252	92	0
253	97	0
254	78	0
255	72	0
256	65	0
257	68	0
258	65	0
259	57	0
260	57	0
261	54	0
262	59	0
263	56	0
264	63	0
265	52	0
266	59	0
267	66	0
268	59	0
269	67	0
270	57	0
271	55	0
272	73	0
273	60	0
274	62	0
275	57	0
276	57	0
277	65	0
278	56	0
279	38	0
280	61	0
281	56	0
282	53	0
283	53	0
284	49	0
285	55	0
286	61	0
287	47	0
288	48	0
289	61	0
290	45	0
291	37	0
292	45	0
293	54	0
294	54	0
295	48	0
296	45	0
297	43	0
298	52	0
299	57	0
300	56	0
301	45	0
302	59	0
303	44	0
304	44	0
305	39	0
306	35	0
307	34	0
308	42	0
309	39	0
310	37	0
311	49	0
312	37	0
313	36	0
314	44	0
315	35	0
316	41	0
